model,epoch,learning_rate,epoch_seconds,train_pixel_accuracy,train_mean_class_accuracy,train_mIoU_all,train_mIoU_foreground,train_fwIoU,train_macro_precision,train_macro_recall,train_macro_specificity,train_macro_f1,train_macro_dice,train_loss,train_cross_entropy,train_dice_loss,val_pixel_accuracy,val_mean_class_accuracy,val_mIoU_all,val_mIoU_foreground,val_fwIoU,val_macro_precision,val_macro_recall,val_macro_specificity,val_macro_f1,val_macro_dice,val_loss,val_cross_entropy,val_dice_loss
DDRNet23Slim,1,0.0003,106.4105020080001,0.7826174499729313,0.445333817997848,0.33512584799623724,0.29715207239972735,0.6840937218217622,0.3667945646651343,0.41482629872084714,0.9808173165300124,0.3816351309748703,0.3816351309752665,1.0787063837051392,1.1857651472091675,0.7575311660766602,0.8399221801757812,0.5687534005544478,0.4063866871983095,0.3695963054035217,0.762986355330457,0.4432486712679338,0.5438924907577611,0.9861613132163064,0.45910555488532,0.4591055548856613,0.7850813269615173,0.8146538734436035,0.6963642239570618
DDRNet23Slim,2,0.0003,92.5965400580003,0.8574427572376163,0.5867102255123382,0.430017973999515,0.3945106334745778,0.7820172875524835,0.4621671697581977,0.5627258200960383,0.9877408674370137,0.48502694333845225,0.48502694333880986,0.6755672097206116,0.692711353302002,0.6241350769996643,0.8669272664388021,0.6273969712190689,0.4491451117282299,0.41411091908912945,0.7995584347442249,0.48118498444968033,0.6052454578869405,0.9889203425795322,0.5064621947519541,0.5064621947523232,0.5885728001594543,0.5800455212593079,0.6141549944877625
DDRNet23Slim,3,0.0003,93.00561667000011,0.8740233015036626,0.6280523388366266,0.4640511955163493,0.43044540378333185,0.8054373219028341,0.5295648434277401,0.606709057491695,0.9892282075751774,0.5261754151858516,0.5261754151862478,0.5583614706993103,0.5562204718589783,0.5647847652435303,0.8828557739257813,0.6456130584513228,0.48629285315246723,0.4544374221675745,0.8180297324726813,0.5415546088473013,0.6259785168889118,0.9899093169318641,0.5530657950261345,0.5530657950265473,0.5145936012268066,0.495500773191452,0.5718727111816406
DDRNet23Slim,4,0.0003,93.07255931700001,0.883247763077843,0.6797706503673896,0.5005233264496964,0.4694399058370495,0.8187939653351682,0.5366976913660141,0.6623213131166598,0.9900397736631469,0.5779931877261245,0.577993187726563,0.4908334016799927,0.4795564115047455,0.5246641039848328,0.8923942057291666,0.7093757256583818,0.5158963187997443,0.4852344401448212,0.8324471314368626,0.5489762153711657,0.6933451724754702,0.9909717699630787,0.5947416445312935,0.5947416445317287,0.4612860381603241,0.4332263469696045,0.5454655289649963
DDRNet23Slim,5,0.0003,92.12075353200044,0.8897369847153173,0.7135460637136709,0.5215225281396212,0.49182413766341043,0.8276340936504653,0.5544387553656407,0.698561708404393,0.9906250990173088,0.6033675600196493,0.6033675600200866,0.4468643069267273,0.43107226490974426,0.4942406713962555,0.893468241373698,0.7190582507319632,0.5308346500864457,0.5021804427558191,0.8344421205381781,0.5718564708369158,0.7052162080177707,0.9908011748558136,0.613287966923158,0.6132879669235947,0.43375253677368164,0.4052159786224365,0.5193625688552856
DDRNet23Slim,6,0.0003,92.93976700999974,0.8940620694355956,0.7277036978775249,0.5341248778566572,0.5051726858974319,0.8334269997834786,0.5672083414345398,0.713649908878875,0.9909898069786293,0.6174346418506057,0.6174346418510432,0.41992974281311035,0.40241673588752747,0.4724685847759247,0.9007281697591146,0.7301576805371853,0.5384379346808913,0.5092808236681111,0.8425467063957733,0.576254155379321,0.7155507333289641,0.9916808180119553,0.6202049635671937,0.6202049635676304,0.41662314534187317,0.3872200846672058,0.5048328042030334
DDRNet23Slim,7,0.0003,92.39253867600019,0.8984677455854501,0.7432204291987679,0.5486879356230094,0.5207445159430717,0.8394587512786713,0.5817516140211475,0.7302445566924333,0.9913927408776283,0.6331159167948716,0.6331159167953099,0.3937584161758423,0.3747688829898834,0.4507264792919159,0.9001815185546875,0.7529034355211821,0.5500351678601778,0.5220984125614164,0.8435090953264249,0.580278881355806,0.7407389934606349,0.9915484883731028,0.6337361350896193,0.6337361350900549,0.3912547528743744,0.35855650901794434,0.4893493950366974
DDRNet23Slim,8,0.0003,93.6922409470003,0.9017063691654307,0.753466708149491,0.559261904056929,0.5319914879607867,0.843955894439825,0.5923690119047317,0.7411820147946644,0.9916656438616996,0.6440055336585576,0.6440055336589962,0.3747692406177521,0.3547314703464508,0.43488258123397827,0.9033044637044271,0.7548715951681444,0.5593380357364318,0.5318397585814479,0.8458570429986033,0.5901176877523031,0.7425300021839014,0.991804502460508,0.6439745532190658,0.643974553219505,0.3777047097682953,0.34514734148979187,0.47537651658058167
DDRNet23Slim,9,0.0003,94.41079280900021,0.9034363853740183,0.7593920619349255,0.565374342544532,0.5384856947944051,0.846324095391753,0.5985893152886202,0.7474890999604673,0.9918148918886702,0.6503113612803604,0.6503113612807991,0.36265674233436584,0.342363178730011,0.42353829741477966,0.9069655965169271,0.75765288087366,0.5730089651891483,0.5464564751079145,0.8522728262069891,0.612619451775278,0.7453145073252978,0.9921444990660765,0.6568441892478983,0.6568441892483382,0.3654226064682007,0.3325001299381256,0.46418970823287964
DDRNet23Slim,10,0.0003,93.48961553900017,0.9055306881719307,0.7658817533035834,0.5724149302065039,0.5460511236539988,0.8491904355508427,0.6054770558201306,0.7544692823244065,0.9919972512152574,0.6573767930628669,0.657376793063306,0.3508526086807251,0.3297925889492035,0.4140323996543884,0.906977294921875,0.7638410101175187,0.5704204153353196,0.5441862515337514,0.8522722715677984,0.600855623029135,0.7529524041435288,0.9919745579847884,0.6540739460955166,0.6540739460959549,0.36125776171684265,0.32748278975486755,0.4625828266143799
